No,CASHTAG,NAME,PRICE,CLOSE,CHG,%CHG,VOLUME,HIGH,LOW,BUY (QTY),SELL (QTY)
639,$DOMN,DOMINANT ENTERPR,0.785,0.80,-0.015,-1.880%,19800,0.79,0.79,0.785 (200),0.800 (295200)
640,$DLEU,DELEUM BHD,1.530,1.52,0.010,0.660%,39400,1.53,1.52,1.520 (37100),1.530 (23500)
641,$DEST,DESTINI BHD,0.470,0.48,-0.010,-2.110%,495900,0.48,0.46,0.460 (90600),0.470 (59000)
642,$DFCI,DFCITY GROUP,0.530,0.50,0.030,6.000%,164400,0.53,0.51,0.520 (3000),0.565 (10900)
643,$DGBA,DGB ASIA BHD,0.045,0.05,0.000,0.000%,9000,0.05,0.05,0.040 (1900000),0.045 (42000)
644,$DIAL,DIALOG GROUP,1.600,1.59,0.010,0.630%,1131600,1.62,1.58,1.600 (577300),1.610 (320300)
645,$DIGS,DIGISTAR CORP,0.045,0.04,0.005,12.500%,1983200,0.05,0.04,0.040 (500),0.045 (4994600)
646,$DIVF,DIVFEX,0.090,0.09,0.000,0.000%,5469100,0.10,0.09,0.090 (521000),0.095 (1044700)
647,$DKLS,DKLS INDUSTRIES,1.750,1.76,-0.010,-0.570%,1000,1.75,1.75,1.750 (4000),1.780 (500)
648,$DELM,DKSH HLDGS,4.990,5.06,-0.070,-1.380%,7300,5.00,4.99,4.990 (2900),5.070 (5000)
649,$DOMN,DOMINANT ENTERPR,0.785,0.80,-0.015,-1.880%,19800,0.79,0.79,0.785 (200),0.800 (295200)
650,$CYLC,CYL CORPORATION,0.315,0.31,0.005,1.610%,15800,0.32,0.31,0.315 (10200),0.345 (12900)
651,$CYPR,CYPARK RESOURCE,0.935,0.94,0.000,0.000%,5114600,0.95,0.94,0.930 (425200),0.935 (232900)
652,$DOVT,D&0 GREEN TECH,1.110,1.08,0.020,1.850%,6664500,1.11,1.04,1.100 (236900),1.110 (233600)
653,$DNCE,D'NONCE TECHNOLO,0.030,0.04,-0.005,-14.290%,150000,0.03,0.03,0.030 (807400),0.035 (2642500)
654,$DNEX,DAGANG NEXCHANGE,0.315,0.30,0.020,6.670%,29771200,0.33,0.30,0.315 (6053400),0.320 (5629000)
655,$DNCO,DANCOMECH HLD,0.400,0.40,0.005,1.270%,82200,0.40,0.40,0.400 (30000),0.405 (51500)
656,$DATA,DATAPREP HOLDING,0.105,0.11,0.000,0.000%,475200,0.11,0.10,0.100 (1770600),0.105 (2786200)
657,$DEHB,DAYANG ENT HLDGS,1.860,1.85,0.010,0.540%,3148800,1.87,1.85,1.850 (561300),1.860 (295900)
658,$DAYT,DAYTHREE DIG,0.165,0.15,0.015,10.000%,72000,0.17,0.16,0.155 (26000),0.165 (7000)
659,$DCHE,DC HEALTHCARE,0.130,0.13,0.000,0.000%,0,0.13,0.13,0.125 (330000),0.130 (590500)
660,$DPIH,DPI HOLDINGS,0.115,0.11,0.005,4.550%,20000,0.12,0.12,0.110 (222500),0.115 (55500)
661,$DPSS,DPS RESOURCES,0.445,0.45,-0.005,-1.110%,10100,0.45,0.45,0.440 (13000),0.450 (33200)
662,$DRBM,DRB-HICOM,0.865,0.88,-0.015,-1.700%,1566300,0.88,0.85,0.865 (45700),0.870 (102100)
663,$DSSI,DS SIGMA HOLDING,0.240,0.24,0.000,0.000%,126900,0.24,0.24,0.240 (13100),0.245 (64000)
664,$DSRT,DSR TAIKO,1.180,1.18,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
665,$DUFU,DUFU TECHNOLOGY,1.280,1.25,0.040,3.200%,3708300,1.31,1.25,1.280 (270500),1.290 (187100)
666,$DUOP,DUOPHARMA BIO,1.380,1.37,0.030,2.190%,325600,1.40,1.38,1.390 (2300),1.400 (191200)
667,$DUTA,DUTALAND BHD,0.265,0.27,0.000,0.000%,27000,0.27,0.27,0.265 (134000),0.270 (30000)
668,$DBMS,DUTCH LADY MILK,28.500,28.62,-0.120,-0.420%,6300,29.00,28.40,28.500 (1300),28.600 (2900)
669,$DXNO,DXN HOLDINGS,0.515,0.51,0.005,0.980%,676000,0.52,0.51,0.510 (761900),0.515 (583000)
670,$DPIH,DPI HOLDINGS,0.115,0.11,0.005,4.550%,20000,0.12,0.12,0.110 (222500),0.115 (55500)
671,$DPSS,DPS RESOURCES,0.445,0.45,-0.005,-1.110%,10100,0.45,0.45,0.440 (13000),0.450 (33200)
672,$DRBM,DRB-HICOM,0.865,0.88,-0.015,-1.700%,1566300,0.88,0.85,0.865 (45700),0.870 (102100)
673,$DSSI,DS SIGMA HOLDING,0.240,0.24,0.000,0.000%,126900,0.24,0.24,0.240 (13100),0.245 (64000)
674,$DSRT,DSR TAIKO,1.180,1.18,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
675,$DUFU,DUFU TECHNOLOGY,1.280,1.25,0.040,3.200%,3708300,1.31,1.25,1.280 (270500),1.290 (187100)
676,$DUOP,DUOPHARMA BIO,1.380,1.37,0.030,2.190%,325600,1.40,1.38,1.390 (2300),1.400 (191200)
677,$DUTA,DUTALAND BHD,0.265,0.27,0.000,0.000%,27000,0.27,0.27,0.265 (134000),0.270 (30000)
678,$DBMS,DUTCH LADY MILK,28.500,28.62,-0.120,-0.420%,6300,29.00,28.40,28.500 (1300),28.600 (2900)
679,$DXNO,DXN HOLDINGS,0.515,0.51,0.005,0.980%,676000,0.52,0.51,0.510 (761900),0.515 (583000)
680,$ECOR,ECONFRAME,0.380,0.39,-0.005,-1.280%,483600,0.39,0.38,0.385 (37200),0.390 (226200)
681,$ECOH,ECONPILE HLD-ORD,0.380,0.39,0.000,0.000%,1687600,0.39,0.38,0.380 (1062100),0.385 (667800)
682,$ECOS,ECOSCIENCE,0.160,0.16,0.000,0.000%,0,0.16,0.14,0.140 (9000),0.160 (109600)
683,$EDSB,EDARAN BHD,1.220,1.23,-0.010,-0.810%,10500,1.23,1.22,1.220 (5100),1.240 (7500)
684,$EDEL,EDELTEQ HOLDING,0.305,0.30,0.010,3.390%,1696500,0.31,0.30,0.300 (662300),0.305 (286400)
685,$EDEN,EDEN INC. BHD,0.145,0.15,0.000,0.000%,29700,0.15,0.15,0.145 (129800),0.150 (626100)
686,$EDUS,EDUSPEC HLDGS,0.130,0.13,0.005,4.000%,55600,0.13,0.13,0.125 (1390100),0.130 (453900)
687,$ECES,EFFICIENT E-SOLU,0.140,0.14,0.000,0.000%,18000,0.14,0.14,0.135 (1000),0.140 (1130000)
688,$EGCM,EG INDUSTRIES,1.180,1.14,0.030,2.630%,4766000,1.21,1.14,1.170 (3900),1.180 (65400)
689,$EITA,EITA RESOUR BHD,0.595,0.60,-0.005,-0.830%,64000,0.60,0.60,0.595 (67700),0.600 (51000)
690,$FLEX,FLEXIDYNAMIC,0.165,0.17,0.000,0.000%,0,0.17,0.17,0.145 (30000),0.165 (54000)
691,$FMHB,FM GLOBAL LOG,0.550,0.55,0.000,0.000%,60900,0.57,0.55,0.550 (58700),0.570 (44400)
692,$FCDY,FOCUS DYNAMICS,0.010,0.02,-0.005,-33.330%,54200,0.02,0.01,0.010 (177292200),0.015 (16255300)
693,$FOLU,FOCUS LUMBER,0.250,0.27,-0.020,-7.410%,85700,0.27,0.25,0.260 (20000),0.270 (25000)
694,$FOPT,FOCUS POINT HLDG,0.735,0.74,-0.005,-0.680%,215000,0.76,0.73,0.730 (65500),0.745 (15900)
695,$FPIB,FORMOSA PROSONIC,1.540,1.54,0.010,0.650%,258700,1.58,1.54,1.540 (177400),1.550 (31200)
696,$FOUN,FOUNDPAC BHD,0.250,0.25,0.000,0.000%,32000,0.26,0.25,0.250 (42700),0.255 (25000)
697,$FRAS,FRASER & NEAVE,28.640,28.70,-0.080,-0.280%,73800,29.00,28.60,28.620 (1500),28.700 (5900)
698,$FRKN,FRONTKEN CORP,4.060,4.07,-0.010,-0.250%,786900,4.12,4.06,4.060 (24400),4.070 (63000)
699,$FUJI,FSBM HOLDINGS,0.230,0.24,-0.005,-2.130%,4203000,0.24,0.23,0.225 (257900),0.230 (71700)
700,$METO,METRO HEALTHCARE,0.200,0.20,0.000,0.000%,50100,0.20,0.20,0.200 (900),0.205 (268800)
701,$MROD,METROD HLD,1.300,1.30,0.000,0.000%,0,1.30,1.30,1.250 (10000),1.350 (6800)
702,$MTNC,METRONIC GLOBAL,0.015,0.01,0.005,50.000%,40100,0.02,0.01,0.010 (111875800),0.015 (18058800)
703,$MGBB,MGB BERHAD,0.560,0.57,-0.005,-0.880%,697700,0.57,0.56,0.555 (77600),0.565 (50300)
704,$MHCP,MHC PLANTATIONS,0.985,0.99,0.000,0.000%,35000,0.99,0.98,0.980 (17900),0.985 (2100)
705,$MITE,MI TECHNOVATION,1.940,1.92,0.020,1.040%,394600,1.96,1.92,1.930 (21300),1.950 (8500)
706,$MCRK,MICROLINK SOLUTI,0.160,0.16,0.000,0.000%,671000,0.16,0.16,0.155 (1039100),0.160 (1002400)
707,$MIEC,MIECO CHIPBOARD,0.650,0.66,-0.010,-1.520%,7000,0.65,0.65,0.650 (33500),0.670 (33500)
708,$MIKB,MIKRO MSC BHD,0.195,0.19,0.005,2.630%,513700,0.20,0.20,0.195 (93300),0.200 (169000)
709,$MILU,MILUX CORP BHD,0.390,0.39,0.000,0.000%,0,0.39,0.39,0.385 (15400),0.410 (8000)
710,$GTCY,GENETEC TECHNOLO,0.875,0.88,0.005,0.570%,6987800,0.89,0.87,0.875 (593000),0.880 (233300)
711,$GENT,GENTING BHD,3.100,3.18,-0.080,-2.520%,3941700,3.18,3.10,3.100 (56700),3.110 (158800)
712,$GENM,GENTING MYS BHD,2.050,2.06,0.000,0.000%,7979100,2.07,2.05,2.050 (1055700),2.060 (285000)
713,$GENP,GENTING PLANT,5.080,5.17,-0.090,-1.740%,139500,5.17,5.06,5.060 (18100),5.080 (5100)
714,$GKMS,GEORGE KENT MSIA,0.350,0.35,0.000,0.000%,108900,0.35,0.35,0.350 (9200),0.355 (46400)
715,$GFMS,GFM SERVICES,0.205,0.21,0.000,0.000%,2340500,0.21,0.21,0.200 (976600),0.205 (191600)
716,$GIIB,GIIB HOLDINGS,0.065,0.07,0.000,0.000%,265700,0.07,0.06,0.060 (575700),0.065 (174500)
717,$GLOL,GLOBAL ORIENTAL,0.120,0.12,0.000,0.000%,14000,0.12,0.12,0.115 (426900),0.120 (81800)
718,$GLOT,GLOBALTEC FORM,0.515,0.51,0.005,0.980%,170200,0.52,0.52,0.510 (15000),0.515 (67300)
719,$GNIC,GLOBETRONIC TECH,0.465,0.47,0.005,1.080%,1922400,0.48,0.46,0.460 (401200),0.470 (144200)
720,$GTCY,GENETEC TECHNOLO,0.875,0.88,0.005,0.570%,6987800,0.89,0.87,0.875 (593000),0.880 (233300)
721,$GENT,GENTING BHD,3.100,3.18,-0.080,-2.520%,3941700,3.18,3.10,3.100 (56700),3.110 (158800)
722,$GENM,GENTING MYS BHD,2.050,2.06,0.000,0.000%,7979100,2.07,2.05,2.050 (1055700),2.060 (285000)
723,$GENP,GENTING PLANT,5.080,5.17,-0.090,-1.740%,139500,5.17,5.06,5.060 (18100),5.080 (5100)
724,$GKMS,GEORGE KENT MSIA,0.350,0.35,0.000,0.000%,108900,0.35,0.35,0.350 (9200),0.355 (46400)
725,$GFMS,GFM SERVICES,0.205,0.21,0.000,0.000%,2340500,0.21,0.21,0.200 (976600),0.205 (191600)
726,$GIIB,GIIB HOLDINGS,0.065,0.07,0.000,0.000%,265700,0.07,0.06,0.060 (575700),0.065 (174500)
727,$GLOL,GLOBAL ORIENTAL,0.120,0.12,0.000,0.000%,14000,0.12,0.12,0.115 (426900),0.120 (81800)
728,$GLOT,GLOBALTEC FORM,0.515,0.51,0.005,0.980%,170200,0.52,0.52,0.510 (15000),0.515 (67300)
729,$GNIC,GLOBETRONIC TECH,0.465,0.47,0.005,1.080%,1922400,0.48,0.46,0.460 (401200),0.470 (144200)
730,$MMMG,MMM GROUP,0.085,0.09,0.000,0.000%,0,0.09,0.07,0.060 (38000),0.075 (18000)
731,$MMST,MMS VENTURES BHD,0.280,0.27,0.010,3.700%,10000,0.28,0.28,0.280 (11300),0.290 (40000)
732,$MNHL,MN HOLDINGS,1.510,1.50,0.010,0.670%,4587700,1.52,1.49,1.500 (318100),1.510 (135900)
733,$MNRB,MNRB HOLDINGS,1.940,1.93,0.010,0.520%,68400,1.95,1.93,1.940 (6300),1.950 (29100)
734,$MOBI,MOBILIA HOLDINGS,0.130,0.13,0.000,0.000%,234000,0.13,0.13,0.125 (285000),0.130 (308000)
735,$MPIR,MPIRE GLOBAL,0.100,0.11,-0.005,-4.760%,35700,0.11,0.10,0.100 (10336800),0.105 (145000)
736,$MQTE,MQ TECHNOLOGY,0.050,0.06,-0.005,-9.090%,528300,0.05,0.05,0.050 (21500),0.055 (1198500)
737,$MRDI,MR D.I.Y. GROUP,1.690,1.67,0.020,1.200%,6327200,1.70,1.67,1.680 (776400),1.690 (432200)
738,$MSBG,MSB GLOBAL GROUP,0.150,0.15,0.005,3.450%,1035300,0.15,0.15,0.145 (186000),0.150 (2215200)
739,$MSCB,MSIA SMELTING CO,2.440,2.48,-0.040,-1.610%,466000,2.48,2.43,2.440 (6100),2.450 (36800)
740,$MMMG,MMM GROUP,0.085,0.09,0.000,0.000%,0,0.09,0.07,0.060 (38000),0.075 (18000)
741,$MMST,MMS VENTURES BHD,0.280,0.27,0.010,3.700%,10000,0.28,0.28,0.280 (11300),0.290 (40000)
742,$MNHL,MN HOLDINGS,1.510,1.50,0.010,0.670%,4587700,1.52,1.49,1.500 (318100),1.510 (135900)
743,$MNRB,MNRB HOLDINGS,1.940,1.93,0.010,0.520%,68400,1.95,1.93,1.940 (6300),1.950 (29100)
744,$MOBI,MOBILIA HOLDINGS,0.130,0.13,0.000,0.000%,234000,0.13,0.13,0.125 (285000),0.130 (308000)
745,$MPIR,MPIRE GLOBAL,0.100,0.11,-0.005,-4.760%,35700,0.11,0.10,0.100 (10336800),0.105 (145000)
746,$MQTE,MQ TECHNOLOGY,0.050,0.06,-0.005,-9.090%,528300,0.05,0.05,0.050 (21500),0.055 (1198500)
747,$MRDI,MR D.I.Y. GROUP,1.690,1.67,0.020,1.200%,6327200,1.70,1.67,1.680 (776400),1.690 (432200)
748,$MSBG,MSB GLOBAL GROUP,0.150,0.15,0.005,3.450%,1035300,0.15,0.15,0.145 (186000),0.150 (2215200)
749,$MSCB,MSIA SMELTING CO,2.440,2.48,-0.040,-1.610%,466000,2.48,2.43,2.440 (6100),2.450 (36800)
750,$MSWK,MSIA STEEL WORKS,0.235,0.24,-0.005,-2.080%,219500,0.24,0.24,0.230 (248400),0.235 (41000)
751,$MYRS,MSIAN RESOURCES,0.535,0.54,-0.010,-1.850%,27710000,0.55,0.53,0.530 (1969400),0.535 (1220000)
752,$MSMH,MSM M'SIA HOLDGS,1.030,1.03,0.000,0.000%,654500,1.04,1.02,1.030 (23800),1.040 (575700)
753,$MSTG,MST GOLF GROUP,0.200,0.20,0.000,0.000%,102200,0.20,0.20,0.200 (38000),0.205 (176000)
754,$MTAG,MTAG GROUP BHD,0.310,0.32,-0.010,-3.130%,36000,0.32,0.31,0.310 (58000),0.315 (56500)
755,$MTOU,MTOUCHE TECHNOLO,0.025,0.03,0.000,0.000%,0,0.03,0.03,0.025 (50600),0.030 (430000)
756,$MUBL,MUAR BAN LEE GRP,0.370,0.37,0.000,0.000%,0,0.37,0.36,0.360 (19400),0.370 (23000)
757,$MUDA,MUDA HOLDINGS,0.915,0.92,0.000,0.000%,11100,0.92,0.91,0.915 (7400),1.150 (7300)
758,$MJYA,MUDAJAYA GROUP,0.085,0.09,0.000,0.000%,1198000,0.09,0.08,0.080 (1604700),0.085 (74700)
759,$MUHI,MUHIBBAH ENGINE,0.635,0.62,0.015,2.420%,9717400,0.66,0.63,0.630 (624600),0.635 (283100)
760,$MSWK,MSIA STEEL WORKS,0.235,0.24,-0.005,-2.080%,219500,0.24,0.24,0.230 (248400),0.235 (41000)
761,$MYRS,MSIAN RESOURCES,0.535,0.54,-0.010,-1.850%,27710000,0.55,0.53,0.530 (1969400),0.535 (1220000)
762,$MSMH,MSM M'SIA HOLDGS,1.030,1.03,0.000,0.000%,654500,1.04,1.02,1.030 (23800),1.040 (575700)
763,$MSTG,MST GOLF GROUP,0.200,0.20,0.000,0.000%,102200,0.20,0.20,0.200 (38000),0.205 (176000)
764,$MTAG,MTAG GROUP BHD,0.310,0.32,-0.010,-3.130%,36000,0.32,0.31,0.310 (58000),0.315 (56500)
765,$MTOU,MTOUCHE TECHNOLO,0.025,0.03,0.000,0.000%,0,0.03,0.03,0.025 (50600),0.030 (430000)
766,$MUBL,MUAR BAN LEE GRP,0.370,0.37,0.000,0.000%,0,0.37,0.36,0.360 (19400),0.370 (23000)
767,$MUDA,MUDA HOLDINGS,0.915,0.92,0.000,0.000%,11100,0.92,0.91,0.915 (7400),1.150 (7300)
768,$MJYA,MUDAJAYA GROUP,0.085,0.09,0.000,0.000%,1198000,0.09,0.08,0.080 (1604700),0.085 (74700)
769,$MUHI,MUHIBBAH ENGINE,0.635,0.62,0.015,2.420%,9717400,0.66,0.63,0.630 (624600),0.635 (283100)
770,$NNCB,N2N CONNECT BHD,0.410,0.42,-0.010,-2.380%,118100,0.43,0.41,0.415 (1800),0.425 (2100)
771,$NCHB,NAIM HLDGS BHD,0.925,0.89,0.040,4.520%,1032300,0.94,0.89,0.925 (1400),0.930 (81200)
772,$NATI,NATIONGATE HOLD,1.620,1.62,0.000,0.000%,19863100,1.64,1.58,1.610 (1666600),1.620 (358100)
773,$NCTA,NCT ALLIANCE,0.475,0.48,-0.005,-1.040%,410700,0.48,0.47,0.470 (174500),0.475 (65200)
774,$NEST,NESTCON,0.350,0.35,0.000,0.000%,0,0.35,0.34,0.330 (6000),0.355 (23500)
775,$NESM,NESTLE (M) BHD,78.440,78.80,-0.340,-0.430%,25100,79.44,78.12,78.340 (200),78.700 (1000)
776,$NETX,NETX HOLDINGS,0.050,0.05,0.005,11.110%,97700,0.05,0.05,0.045 (152200),0.050 (152400)
777,$NHFH,NEW HOONG FATT,1.950,1.95,0.000,0.000%,5000,1.95,1.94,1.900 (5000),1.950 (6600)
778,$NEXB,NEXG,0.450,0.45,0.005,1.120%,48752900,0.46,0.45,0.445 (20782600),0.450 (915500)
779,$NEXG,NEXGRAM HLDNGS,0.015,0.02,0.000,0.000%,228700,0.02,0.02,0.015 (4339300),0.020 (11834000)
780,$NTPM,NTPM HOLDINGS,0.245,0.25,-0.005,-2.000%,41500,0.26,0.25,0.245 (10000),0.255 (46500)
781,$NUEN,NUENERGY HOLDING,0.465,0.49,-0.025,-5.100%,4200,0.47,0.46,0.465 (2900),0.485 (2100)
782,$OASI,OASIS HARVEST CO,0.200,0.20,0.000,0.000%,0,0.20,0.20,0.190 (9000),0.205 (29400)
783,$OASS,OASIS HOME HOLDI,0.265,0.27,0.000,0.000%,81100,0.27,0.27,0.265 (66900),0.270 (292400)
784,$OBHO,OB HOLDINGS,0.180,0.19,-0.005,-2.700%,739300,0.19,0.18,0.180 (105800),0.185 (254000)
785,$OCBB,OCB BHD,0.700,0.69,0.010,1.450%,1200,0.70,0.70,0.685 (13600),0.720 (200)
786,$OCEF,OCEAN FRESH,0.260,0.26,0.000,0.000%,21000,0.26,0.26,0.255 (97000),0.260 (11400)
787,$OCEN,OCEAN VANTAGE,0.175,0.17,0.010,6.060%,556900,0.18,0.17,0.170 (339000),0.175 (363600)
788,$OCEA,OCEANCASH PACIFI,0.260,0.27,-0.005,-1.890%,15000,0.26,0.26,0.260 (149900),0.270 (80400)
789,$OCKG,OCK GROUP BHD,0.405,0.41,0.000,0.000%,415200,0.41,0.40,0.405 (206600),0.410 (217100)
790,$NTPM,NTPM HOLDINGS,0.245,0.25,-0.005,-2.000%,41500,0.26,0.25,0.245 (10000),0.255 (46500)
791,$NUEN,NUENERGY HOLDING,0.465,0.49,-0.025,-5.100%,4200,0.47,0.46,0.465 (2900),0.485 (2100)
792,$OASI,OASIS HARVEST CO,0.200,0.20,0.000,0.000%,0,0.20,0.20,0.190 (9000),0.205 (29400)
793,$OASS,OASIS HOME HOLDI,0.265,0.27,0.000,0.000%,81100,0.27,0.27,0.265 (66900),0.270 (292400)
794,$OBHO,OB HOLDINGS,0.180,0.19,-0.005,-2.700%,739300,0.19,0.18,0.180 (105800),0.185 (254000)
795,$OCBB,OCB BHD,0.700,0.69,0.010,1.450%,1200,0.70,0.70,0.685 (13600),0.720 (200)
796,$OCEF,OCEAN FRESH,0.260,0.26,0.000,0.000%,21000,0.26,0.26,0.255 (97000),0.260 (11400)
797,$OCEN,OCEAN VANTAGE,0.175,0.17,0.010,6.060%,556900,0.18,0.17,0.170 (339000),0.175 (363600)
798,$OCEA,OCEANCASH PACIFI,0.260,0.27,-0.005,-1.890%,15000,0.26,0.26,0.260 (149900),0.270 (80400)
799,$OCKG,OCK GROUP BHD,0.405,0.41,0.000,0.000%,415200,0.41,0.40,0.405 (206600),0.410 (217100)
800,$NTPM,NTPM HOLDINGS,0.245,0.25,-0.005,-2.000%,41500,0.26,0.25,0.245 (10000),0.255 (46500)
801,$NUEN,NUENERGY HOLDING,0.465,0.49,-0.025,-5.100%,4200,0.47,0.46,0.465 (2900),0.485 (2100)
802,$OASI,OASIS HARVEST CO,0.200,0.20,0.000,0.000%,0,0.20,0.20,0.190 (9000),0.205 (29400)
803,$OASS,OASIS HOME HOLDI,0.265,0.27,0.000,0.000%,81100,0.27,0.27,0.265 (66900),0.270 (292400)
804,$OBHO,OB HOLDINGS,0.180,0.19,-0.005,-2.700%,739300,0.19,0.18,0.180 (105800),0.185 (254000)
805,$OCBB,OCB BHD,0.700,0.69,0.010,1.450%,1200,0.70,0.70,0.685 (13600),0.720 (200)
806,$OCEF,OCEAN FRESH,0.260,0.26,0.000,0.000%,21000,0.26,0.26,0.255 (97000),0.260 (11400)
807,$OCEN,OCEAN VANTAGE,0.175,0.17,0.010,6.060%,556900,0.18,0.17,0.170 (339000),0.175 (363600)
808,$OCEA,OCEANCASH PACIFI,0.260,0.27,-0.005,-1.890%,15000,0.26,0.26,0.260 (149900),0.270 (80400)
809,$OCKG,OCK GROUP BHD,0.405,0.41,0.000,0.000%,415200,0.41,0.40,0.405 (206600),0.410 (217100)
810,$HOWA,HO WAH GENTING,0.200,0.20,0.005,2.560%,70400,0.20,0.20,0.195 (166600),0.200 (625700)
811,$HOME,HOMERITZ CORP,0.525,0.53,0.000,0.000%,52400,0.53,0.53,0.525 (60400),0.530 (4600)
812,$HLBB,HONG LEONG BANK,19.240,19.40,-0.100,-0.520%,341300,19.50,19.24,19.240 (9700),19.300 (4000)
813,$HLGC,HONG LEONG CAPT,3.260,3.28,-0.020,-0.610%,24700,3.28,3.26,3.250 (5900),3.270 (2300)
814,$HLCB,HONG LEONG FINAN,16.240,16.32,-0.080,-0.490%,54000,16.38,16.22,16.220 (14200),16.240 (7200)
815,$HLIB,HONG LEONG IND,13.800,13.66,0.140,1.020%,23100,13.88,13.66,13.720 (1800),13.800 (13800)
816,$HONG,HONG SENG CONSOL,0.005,0.01,0.000,0.000%,1331300,0.01,0.01,0.005 (499505900),0.010 (171985900)
817,$HPMT,HPMT HOLDINGS,0.205,0.22,-0.010,-4.650%,5000,0.21,0.21,0.205 (15000),0.210 (20000)
818,$HPPH,HPP HOLDINGS,0.330,0.35,-0.015,-4.350%,66000,0.33,0.33,0.330 (46000),0.340 (15000)
819,$HSSE,HSS ENGINEERS,0.560,0.54,0.025,4.670%,2010400,0.58,0.53,0.555 (30100),0.560 (80700)
820,$PARB,P.A. RESOURCES,0.175,0.18,-0.005,-2.780%,325200,0.18,0.18,0.175 (1895800),0.180 (1687600)
821,$PIEN,P.I.E INDUSTRIAL,4.080,4.14,-0.060,-1.450%,216700,4.17,4.07,4.080 (6800),4.090 (3600)
822,$PACO,PACIFIC & ORIENT,0.615,0.62,-0.005,-0.810%,42000,0.62,0.62,0.610 (12000),0.615 (16600)
823,$PDNI,PADINI HOLDINGS,2.050,2.07,-0.020,-0.970%,92000,2.07,2.04,2.040 (43800),2.050 (55700)
824,$PANM,PAN MERCHANT,0.215,0.19,0.025,13.160%,1501100,0.22,0.19,0.205 (65500),0.220 (65100)
825,$PMCS,PAN MSIA CORP,0.120,0.12,0.000,0.000%,200,0.12,0.12,0.115 (339100),0.120 (105600)
826,$PMMY,PANASONIC MANUFA,11.660,11.66,0.000,0.000%,7900,11.70,11.64,11.640 (7500),11.660 (4600)
827,$PAND,PANDA ECO SYSTEM,0.295,0.30,-0.005,-1.670%,279300,0.30,0.29,0.290 (1900),0.295 (138900)
828,$PANS,PANSAR BHD,0.545,0.53,0.010,1.890%,64500,0.56,0.53,0.540 (12000),0.550 (15000)
829,$PANT,PANTECH GLOBAL,0.560,0.56,0.000,0.000%,19700,0.56,0.56,0.555 (20200),0.560 (102400)
830,$PARB,P.A. RESOURCES,0.175,0.18,-0.005,-2.780%,325200,0.18,0.18,0.175 (1895800),0.180 (1687600)
831,$PIEN,P.I.E INDUSTRIAL,4.080,4.14,-0.060,-1.450%,216700,4.17,4.07,4.080 (6800),4.090 (3600)
832,$PACO,PACIFIC & ORIENT,0.615,0.62,-0.005,-0.810%,42000,0.62,0.62,0.610 (12000),0.615 (16600)
833,$PDNI,PADINI HOLDINGS,2.050,2.07,-0.020,-0.970%,92000,2.07,2.04,2.040 (43800),2.050 (55700)
834,$PANM,PAN MERCHANT,0.215,0.19,0.025,13.160%,1501100,0.22,0.19,0.205 (65500),0.220 (65100)
835,$PMCS,PAN MSIA CORP,0.120,0.12,0.000,0.000%,200,0.12,0.12,0.115 (339100),0.120 (105600)
836,$PMMY,PANASONIC MANUFA,11.660,11.66,0.000,0.000%,7900,11.70,11.64,11.640 (7500),11.660 (4600)
837,$PAND,PANDA ECO SYSTEM,0.295,0.30,-0.005,-1.670%,279300,0.30,0.29,0.290 (1900),0.295 (138900)
838,$PANS,PANSAR BHD,0.545,0.53,0.010,1.890%,64500,0.56,0.53,0.540 (12000),0.550 (15000)
839,$PANT,PANTECH GLOBAL,0.560,0.56,0.000,0.000%,19700,0.56,0.56,0.555 (20200),0.560 (102400)
840,$PDEC,PASDEC HOLDINGS,0.305,0.31,0.000,0.000%,0,0.31,0.30,0.285 (10000),0.300 (1000)
841,$PASU,PASUKHAS GROUP,0.070,0.07,0.000,0.000%,172100,0.07,0.07,0.065 (97100),0.070 (268500)
842,$PBAH,PBA HLDGS BHD,2.010,2.03,-0.020,-0.990%,159500,2.03,2.01,2.010 (216100),2.020 (32900)
843,$PBSB,PBS,0.160,0.16,0.000,0.000%,53000,0.16,0.16,0.160 (152000),0.165 (78600)
844,$PCCS,PCCS GROUP,0.285,0.32,-0.035,-10.940%,10000,0.29,0.29,0.285 (9000),0.325 (4400)
845,$PDZH,PDZ HOLDINGS,0.035,0.03,0.000,0.000%,10000,0.03,0.03,0.030 (2815500),0.035 (2766500)
846,$PECC,PECCA GROUP BHD,1.420,1.45,-0.030,-2.070%,1041800,1.45,1.42,1.420 (129000),1.430 (222600)
847,$PEGA,PEGASUS HEIGHTS,0.005,0.01,-0.005,-50.000%,294100,0.01,0.01,0.005 (262059000),0.010 (267168500)
848,$PEKA,PEKAT GROUP,1.440,1.43,0.010,0.700%,676300,1.46,1.43,1.440 (44100),1.450 (500200)
849,$PENS,PENSONIC HOLDGS,0.390,0.39,0.000,0.000%,0,0.00,0.00,0.350 (8000),0.390 (109500)
850,$PDEC,PASDEC HOLDINGS,0.305,0.31,0.000,0.000%,0,0.31,0.30,0.285 (10000),0.300 (1000)
851,$PASU,PASUKHAS GROUP,0.070,0.07,0.000,0.000%,172100,0.07,0.07,0.065 (97100),0.070 (268500)
